Coordinates,Name,Type,Address,Opening Hours,Cuisine_1,Cuisine_2,Street,Bezirk,PLZ
"[52.48367, 13.43658]",Al Pasha,Restaurant,Sonnenallee 77 Neukölln 12045 Berlin,Mon-Sun: 08:00 - 15:00,Mediterranean,Middle Eastern,Sonnenallee 77,Neukölln,12045
"[52.4798, 13.44346]",Holy Coffee Berlin,Restaurant,Sonnenallee 132 Neukölln 12059 Berlin,"Mon-Fri: 07:00 - 20:00 Sat, Sun: 09:00 - 20:00",Brunch,Breakfast,Sonnenallee 132,Neukölln,12059
"[52.48223, 13.43854]",Snaubar,Coffee/Tea,Sonnenallee 96 Neukölln 12045 Berlin,"Mon-Fri: 07:00 - 22:00 Sat, Sun: 09:00 - 23:00",,,Sonnenallee 96,Neukölln,12045
"[52.48217, 13.43301]",Zum Fetten Finken,Food & Drink,KarlMarxStraße 66 Neukölln 12043 Berlin,,American,Breakfast,KarlMarxStraße 66,Neukölln,12043
"[52.47761, 13.43875]",Al Zawak,Restaurant,KarlMarxStraße 129 Neukölln 12043 Berlin,Mon-Sun: 09:00 - 00:00,Brunch,Middle Eastern,KarlMarxStraße 129,Neukölln,12043
"[52.49015, 13.43392]",Lupus,Restaurant,Pannierstraße 40 Neukölln 12047 Berlin,"Mon-Thu: 18:00 - 01:00 Fri, Sat: 10:00 - 03:00 Sun: 10:00 - 01:00",Mediterranean,,Pannierstraße 40,Neukölln,12047
"[52.4806, 13.43531]",Damiana,Business & Services,KarlMarxStraße 88 Neukölln 12043 Berlin,,,,KarlMarxStraße 88,Neukölln,12043
"[52.4811, 13.43429]",Best Gemüse Kebap,Restaurant,Boddinstraße 1 Neukölln 12053 Berlin,,Middle Eastern,,Boddinstraße 1,Neukölln,12053
"[52.48197, 13.43669]",Debeka Versichern Bausparen,Restaurant,Donaustraße 104 Neukölln 12043 Berlin,,,,Donaustraße 104,Neukölln,12043
"[52.49054, 13.43486]",No/Bananas,Restaurant,Pannierstraße 29 Neukölln 12047 Berlin,"Tue-Thu: 17:00 - 00:00, 18:00 - 00:00 Fri: 17:00 - 02:00, 18:00 - 02:00 Sat: 18:00 - 02:00, 18:00 - 02:00 Sun: 23:59 - 23:59",,,Pannierstraße 29,Neukölln,12047
"[52.48294, 13.43228]",Tung Long,Restaurant,KarlMarxStraße 59 Neukölln 12043 Berlin,Mon-Sun: 11:00 - 23:59,Asian,Vietnamese,KarlMarxStraße 59,Neukölln,12043
"[52.48583, 13.43479]",Agata Bar Berlin,Restaurant,Weichselstraße 55 Neukölln 12045 Berlin,,Grill,,Weichselstraße 55,Neukölln,12045
"[52.4806, 13.43531]",Mogli,Restaurant,KarlMarxStraße 88 Neukölln 12043 Berlin,,,,KarlMarxStraße 88,Neukölln,12043
"[52.48425, 13.43541]",Pizzeria Vivo,Restaurant,Sonnenallee 71 Neukölln 12045 Berlin,"Mon-Thu, Sun: 12:00 - 01:00, 12:00 - 23:59 Fri, Sat: 12:00 - 02:00, 12:00 - 13:00",Pizza,Italian,Sonnenallee 71,Neukölln,12045
"[52.48451, 13.4383]",Meine Kleine Eiszeit,Restaurant,Weserstraße 45 Neukölln 12045 Berlin,Mon-Sun: 12:00 - 19:00,Ice cream,,Weserstraße 45,Neukölln,12045
"[52.49168, 13.43328]",Life Berlin,Restaurant,Maybachufer 39 Neukölln 12047 Berlin,"Tue-Thu: 18:00 - 02:00 Fri, Sat: 18:00 - 03:00 Sun: 18:00 - 00:00",Asian,Japanese,Maybachufer 39,Neukölln,12047
"[52.512515, 13.453134]",Mp3,Restaurant,Grünberger Straße 29 Friedrichshain 10245 Berlin,,German,International,Grünberger Straße 29,Friedrichshain,10245
"[52.51326, 13.45254]",Madinina,Restaurant,Warschauer Straße 12 Friedrichshain 10243 Berlin,"Tue-Fri: 12:00 - 23:00 Sat, Sun: 17:00 - 23:00",American - Cajun,American,Warschauer Straße 12,Friedrichshain,10243
"[52.51041, 13.45418]",Spielwiese,Restaurant,Kopernikusstraße 24 Friedrichshain 10245 Berlin,"Mon, Fri: 17:00 - 00:00, 17:00 - 00:00, 17:00 - 23:59 Thu: 19:00 - 00:00, 19:00 - 00:00, 19:00 - 23:59 Sat: 15:00 - 00:00, 15:00 - 00:00, 15:00 - 23:59 Sun: 15:00 - 20:00",German,,Kopernikusstraße 24,Friedrichshain,10245
"[52.51011, 13.45112]",Mustafa Demir's Gemuse Kebap,Snacks/Fast food,Warschauer Straße 27A Friedrichshain 10243 Berlin,"Mon-Thu: 10:00 - 04:00 Fri: 10:00 - 06:00 Sat: 10:30 - 06:00, 11:00 - 18:00 Sun: 10:30 - 04:00, 11:00 - 18:00",Turkish,Middle Eastern,Warschauer Straße 27A,Friedrichshain,10243
"[52.51076, 13.44959]",Matanga - Fusion Tapas & Cocktails,Restaurant,Gubener Straße 41 Friedrichshain 10243 Berlin,Wed-Sun: 17:00 - 23:59,Spanish,Peruvian,Gubener Straße 41,Friedrichshain,10243
"[52.51326, 13.45254]",Chipi Chipi Bombon - Ice Cream,Restaurant,Warschauer Straße 12 Friedrichshain 10243 Berlin,"Mon-Thu, Sun: 13:00 - 23:00 Fri, Sat: 13:00 - 00:00",Ice cream,Argentinean,Warschauer Straße 12,Friedrichshain,10243
"[52.51189, 13.45277]",Cafe Kala,Coffee/Tea,Warschauer Straße 71 Friedrichshain 10243 Berlin,,Brunch,Asian,Warschauer Straße 71,Friedrichshain,10243
"[52.51042, 13.45281]",Akkawy,Restaurant,Kopernikusstraße 8 Friedrichshain 10245 Berlin,Tue-Sun: 11:00 - 23:00,Lebanese,Mediterranean,Kopernikusstraße 8,Friedrichshain,10245
"[52.51238, 13.45383]",Muday - Athiopisches Restaurant,Restaurant,Grünberger Straße 33 Friedrichshain 10245 Berlin,Mon-Sun: 16:00 - 23:00,African,Ethiopian,Grünberger Straße 33,Friedrichshain,10245
"[52.5121, 13.45392]",Cafe Creperie Melt,Restaurant,Grünberger Straße 40 Friedrichshain 10245 Berlin,"Mon-Thu: 09:00 - 22:00 Fri: 09:00 - 20:00 Sat, Sun: 09:00 - 19:00",French,European,Grünberger Straße 40,Friedrichshain,10245
"[52.51236, 13.45398]",Saigon Dragon Restaurant,Restaurant,Grünberger Straße 35 Friedrichshain 10245 Berlin,Mon-Sat: 11:30 - 23:30 Sun: 12:00 - 23:30,Asian,Fusion,Grünberger Straße 35,Friedrichshain,10245
"[52.51604, 13.44007]",Cantina an der Weberwiese,Restaurant,Straße der Pariser Kommune 35 Friedrichshain 10243 Berlin,Mon-Fri: 09:00 - 16:00,Mediterranean,German,Straße der Pariser Kommune 35,Friedrichshain,10243
"[52.51125, 13.44698]",Molly Malone's,Bar/Pub,Torellstraße 1 Friedrichshain 10243 Berlin,"Mon-Thu: 17:00 - 01:30 Fri, Sat: 17:00 - 00:00",Irish,,Torellstraße 1,Friedrichshain,10243
"[52.51279, 13.45134]",Vodkabar,Coffee/Tea,Grünberger Straße 21 Friedrichshain 10243 Berlin,"Mon-Thu, Sun: 18:00 - 01:00 Fri, Sat: 18:00 - 04:00",,,Grünberger Straße 21,Friedrichshain,10243
"[52.5113, 13.45166]",New Arirang,Restaurant,Warschauer Straße 22 Friedrichshain 10243 Berlin,Mon: 17:30 - 23:00 Tue-Sat: 12:30 - 23:00 Sun: 17:00 - 23:00,Asian,Korean,Warschauer Straße 22,Friedrichshain,10243
"[52.51154, 13.45261]",Goodies Berlin,Restaurant,Warschauer Straße 69 Friedrichshain 10243 Berlin,"Mon-Fri: 07:00 - 18:00 Sat, Sun: 09:00 - 18:00",Vegetarian,International,Warschauer Straße 69,Friedrichshain,10243
"[52.51433, 13.45386]",LION BURGER,Snacks/Fast food,Warschauer Straße 82 Friedrichshain 10243 Berlin,Mon-Sun: 11:30 - 00:00,Burgers,Vegan,Warschauer Straße 82,Friedrichshain,10243
"[52.51261, 13.44584]",Green Garden,Snacks/Fast food,Marchlewskistraße 57 Friedrichshain 10243 Berlin,"Mon-Fri: 17:00 - 20:30 Sat, Sun: 15:00 - 21:30",Mediterranean,International,Marchlewskistraße 57,Friedrichshain,10243
"[52.5123, 13.44785]",Feuer & Flamme,Restaurant,Am Comeniusplatz 1 Friedrichshain 10243 Berlin,"Tue-Thu, Sun: 18:00 - 00:00 Fri, Sat: 18:00 - 01:00",Fondue,German,Am Comeniusplatz 1,Friedrichshain,10243
"[52.51172, 13.45269]",Milch & Zucker,Restaurant,Warschauer Straße 70 Friedrichshain 10243 Berlin,"Mon-Fri: 07:00 - 18:00 Sat, Sun: 08:00 - 18:00",International,Breakfast,Warschauer Straße 70,Friedrichshain,10243
"[52.51695, 13.44007]",Alpenwirt,Restaurant,KarlMarxAllee 90 Friedrichshain 10243 Berlin,Mon-Sun: 11:00 - 21:45,,,KarlMarxAllee 90,Friedrichshain,10243
"[52.51825, 13.43994]",Umspannwerk Ost,Restaurant,Palisadenstraße 48 Friedrichshain 10243 Berlin,Mon-Sat: 11:30 - 23:59 Sun: 11:30 - 01:00,German,International,Palisadenstraße 48,Friedrichshain,10243
"[52.51374, 13.4536]",Hermanas,Restaurant,Warschauer Straße 81 Friedrichshain 10243 Berlin,Tue-Sat: 17:00 - 23:59,Spanish,Tapas,Warschauer Straße 81,Friedrichshain,10243
"[52.51651, 13.44331]",Maputo - Internationales Café und Bistro,Restaurant,KarlMarxAllee 102 Friedrichshain 10243 Berlin,,,,KarlMarxAllee 102,Friedrichshain,10243
"[52.51076, 13.44959]",Spud Bencer,Restaurant,Gubener Straße 41 Friedrichshain 10243 Berlin,Mon: 18:00 - 22:00 Tue-Sun: 18:00 - 23:30,Burgers,French,Gubener Straße 41,Friedrichshain,10243
"[52.51705, 13.44755]",Maza Lounge,Restaurant,KarlMarxAllee 121 Friedrichshain 10243 Berlin,"Mon-Thu, Sun: 16:00 - 01:00, 16:00 - 01:00, 16:00 - 01:00 Fri, Sat: 16:00 - 04:00, 16:00 - 04:00, 16:00 - 04:00",German,Middle Eastern,KarlMarxAllee 121,Friedrichshain,10243
"[52.5157, 13.45225]",Abgedreht,Bar/Pub,KarlMarxAllee 140 Friedrichshain 10243 Berlin,"Mon: 17:00 - 04:00, 17:00 - 13:00, 17:00 - 13:00 Tue: 17:00 - 04:00, 17:00 - 14:00, 17:00 - 14:00 Wed: 17:00 - 04:00, 17:00 - 15:00, 17:00 - 15:00 Thu: 17:00 - 04:00, 17:00 - 16:00, 17:00 - 16:00 Fri: 17:00 - 06:00, 17:00 - 17:00 Sat: 17:00 - 06:00, 17:00 - 18:00 Sun: 17:00 - 04:00, 17:00 - 23:59",German,International,KarlMarxAllee 140,Friedrichshain,10243
"[52.51657, 13.45214]",San Diego,Restaurant,KarlMarxAllee 141 Friedrichshain 10243 Berlin,Mon-Sun: 11:00 - 00:00,Grill,Steak,KarlMarxAllee 141,Friedrichshain,10243
"[52.51867, 13.45422]",Kiezkuche Friedrichshain,Restaurant,Bersarinplatz 4 Friedrichshain 10249 Berlin,Mon-Fri: 07:00 - 15:00,Brunch,,Bersarinplatz 4,Friedrichshain,10249
"[52.5157, 13.45225]",Bread-A-Porter,Restaurant,KarlMarxAllee 140 Friedrichshain 10243 Berlin,Mon-Fri: 11:00 - 19:00,Brunch,Sandwiches,KarlMarxAllee 140,Friedrichshain,10243
"[52.51692, 13.44854]",Prager Hopfenstube,Restaurant,KarlMarxAllee 127 Friedrichshain 10243 Berlin,Mon-Sun: 11:00 - 23:59,Bohemian,German,KarlMarxAllee 127,Friedrichshain,10243
"[52.5169, 13.44871]",Kos House,Restaurant,KarlMarxAllee 129 Friedrichshain 10243 Berlin,Mon-Sun: 12:00 - 12:00,Greek,Mediterranean,KarlMarxAllee 129,Friedrichshain,10243
"[52.51364, 13.45355]",Pizzeria Meyman,Restaurant,Warschauer Straße 80 Friedrichshain 10243 Berlin,"Mon-Fri: 10:00 - 23:59 Sat, Sun: 00:00 - 00:00",Mediterranean,,Warschauer Straße 80,Friedrichshain,10243
"[52.51115, 13.44853]",Aus Liebe zum Kiez,Restaurant,Torellstraße 6 Friedrichshain 10243 Berlin,,,,Torellstraße 6,Friedrichshain,10243
"[52.51154, 13.45261]",Abécédaire,Restaurant,Warschauer Straße 69 Friedrichshain 10243 Berlin,,,,Warschauer Straße 69,Friedrichshain,10243
"[52.51283, 13.45115]",Bambus Asia Imbiss Friedrichshain,Restaurant,Grünberger Straße 19 Friedrichshain 10243 Berlin,,Asian,,Grünberger Straße 19,Friedrichshain,10243
"[52.51374, 13.4536]",Rubens Arepas,Snacks/Fast food,Warschauer Straße 81 Friedrichshain 10243 Berlin,"Mon-Fri: 12:00 - 23:00 Sat, Sun: 01:00 - 23:00",Spanish,Venezuelan,Warschauer Straße 81,Friedrichshain,10243
"[52.51058, 13.45133]",Bistro Antalya,Restaurant,Warschauer Straße 25 Friedrichshain 10243 Berlin,,Turkish,Middle Eastern,Warschauer Straße 25,Friedrichshain,10243
"[52.51341, 13.44811]",Jager & Lustig,Restaurant,Grünberger Straße 1 Friedrichshain 10243 Berlin,Mon-Sun: 15:00 - 22:00,German,,Grünberger Straße 1,Friedrichshain,10243
"[52.51042, 13.45281]",Vanilla Grey,Restaurant,Kopernikusstraße 8 Friedrichshain 10245 Berlin,Tue-Sun: 09:00 - 19:00,Breakfast,Natural/Healthy,Kopernikusstraße 8,Friedrichshain,10245
"[52.51039, 13.4521]",Fleischerei Domke,Food & Drink,Warschauer Straße 64 Friedrichshain 10243 Berlin,Mon-Sat: 06:30 - 22:00 Sun: 10:00 - 22:00,German,European,Warschauer Straße 64,Friedrichshain,10243
"[52.51087, 13.45034]",Hirsch Bar,Restaurant,Kopernikusstraße 3 Friedrichshain 10243 Berlin,Mon-Sun: 16:00 - 23:00,German,European,Kopernikusstraße 3,Friedrichshain,10243
"[52.51058, 13.45133]",Oase,Restaurant,Warschauer Straße 25 Friedrichshain 10243 Berlin,"Mon-Thu, Sun: 12:00 - 12:30 Fri: 12:00 - 13:30 Sat: 15:00 - 13:00",Middle Eastern,,Warschauer Straße 25,Friedrichshain,10243
"[52.51028, 13.45361]",Soup & Rolls,Restaurant,Kopernikusstraße 11 Friedrichshain 10245 Berlin,Mon-Sun: 11:00 - 23:00,Asian,Vietnamese,Kopernikusstraße 11,Friedrichshain,10245
"[52.5121, 13.45392]",Espressobar la Tazza D'Oro,Coffee/Tea,Grünberger Straße 40 Friedrichshain 10245 Berlin,"Mon-Fri: 08:30 - 19:30 Sat, Sun: 08:30 - 17:30",Sandwiches,,Grünberger Straße 40,Friedrichshain,10245
"[52.51028, 13.45361]",Mister Pizza,Restaurant,Kopernikusstraße 11 Friedrichshain 10245 Berlin,"Mon-Fri: 11:00 - 00:00 Sat, Sun: 13:00 - 00:00",Pizza,,Kopernikusstraße 11,Friedrichshain,10245
"[52.51199, 13.45197]",Ciao Bella,Restaurant,Warschauer Straße 18 Friedrichshain 10243 Berlin,,Italian,,Warschauer Straße 18,Friedrichshain,10243
"[52.51286, 13.4493]",Grunburger,Restaurant,Grünberger Straße 12 Friedrichshain 10243 Berlin,,,,Grünberger Straße 12,Friedrichshain,10243
"[52.51341, 13.44811]",Jagerklause Berlin,Bar/Pub,Grünberger Straße 1 Friedrichshain 10243 Berlin,Mon: 17:00 - 13:00 Tue-Sun: 11:00 - 13:00,American,Barbecue,Grünberger Straße 1,Friedrichshain,10243
"[52.5123, 13.44785]",Taverna Kreta,Restaurant,Am Comeniusplatz 1 Friedrichshain 10243 Berlin,Mon-Sun: 15:00 - 21:00,Mediterranean,Greek,Am Comeniusplatz 1,Friedrichshain,10243
"[52.51102, 13.45238]",Ristorante Vira,Restaurant,Warschauer Straße 66 Friedrichshain 10243 Berlin,Mon-Thu: 00:00 - 01:00 Fri-Sun: 09:00 - 01:00,Mediterranean,Pizza,Warschauer Straße 66,Friedrichshain,10243
"[52.5113, 13.45166]",Mr Tom's,Eat & Drink,Warschauer Straße 22 Friedrichshain 10243 Berlin,,Italian,,Warschauer Straße 22,Friedrichshain,10243
"[52.51039, 13.4521]",Avci Bistro Cafe,Restaurant,Warschauer Straße 64 Friedrichshain 10243 Berlin,Mon-Sun: 09:00 - 06:00,Turkish,Middle Eastern,Warschauer Straße 64,Friedrichshain,10243
"[52.51536, 13.43988]",Rice Rolls,Restaurant,Straße der Pariser Kommune 27 Friedrichshain 10243 Berlin,,Asian,Japanese - Sushi,Straße der Pariser Kommune 27,Friedrichshain,10243
"[52.5179, 13.4413]",James June Sommergarten,Restaurant,Straße der Pariser Kommune Friedrichshain 10243 Berlin,,German,Pizza,Straße der Pariser Kommune,Friedrichshain,10243
"[52.51748, 13.4427]",Briefmarken - Grande Vini Piccola Cucina,Restaurant,KarlMarxAllee 99 Friedrichshain 10243 Berlin,Mon-Sat: 19:00 - 00:00,Italian,,KarlMarxAllee 99,Friedrichshain,10243
"[52.51754, 13.44197]",Oranke Orange,Restaurant,KarlMarxAllee 93 Friedrichshain 10243 Berlin,,,,KarlMarxAllee 93,Friedrichshain,10243
"[52.51587, 13.44532]",Gaststatte Weberwiese,Recreation,Gubener Straße 3B Friedrichshain 10243 Berlin,Mon-Sun: 00:00 - 24:00,,,Gubener Straße 3B,Friedrichshain,10243
"[52.51635, 13.44593]",Pretty Cafe Deli,Food & Drink,KarlMarxAllee 110 Friedrichshain 10243 Berlin,Mon-Sat: 10:00 - 19:00 Sun: 10:00 - 18:00,Brunch,,KarlMarxAllee 110,Friedrichshain,10243
"[52.51627, 13.44225]",Jugendclub Feuerwache,"Theatre, Music & Culture",Marchlewskistraße 6 Friedrichshain 10243 Berlin,"Mon: 14:00 - 21:00 Tue-Thu: 13:00 - 21:00 Fri, Sat: 14:00 - 20:00",,,Marchlewskistraße 6,Friedrichshain,10243
"[52.51169, 13.44321]",Bierhof Rüdersdorf,Snacks/Fast food,Rüdersdorfer Straße 70 Friedrichshain 10243 Berlin,Wed-Sun: 16:00 - 00:00,Burgers,Grill,Rüdersdorfer Straße 70,Friedrichshain,10243
"[52.51748, 13.4427]",Briefmarken Weine,Restaurant,KarlMarxAllee 99 Friedrichshain 10243 Berlin,Mon-Fri: 17:30 - 12:00 Sat: 18:00 - 12:00,Mediterranean,European,KarlMarxAllee 99,Friedrichshain,10243
"[52.51007, 13.45195]",Pizzeria Alte Forno,Restaurant,Warschauer Straße 62 Friedrichshain 10243 Berlin,,Burgers,Pizza,Warschauer Straße 62,Friedrichshain,10243
"[52.51716, 13.44634]",Waterlily,Restaurant,KarlMarxAllee 113 Friedrichshain 10249 Berlin,"Tue-Fri: 11:30 - 22:30 Sat, Sun: 12:00 - 22:30",,,KarlMarxAllee 113,Friedrichshain,10249
"[52.51026, 13.44543]",Wilder Hase,Bar/Pub,Helsingforser Straße 1113 Friedrichshain 10243 Berlin,Sun: 15:00 - 20:00,Vegan,,Helsingforser Straße 1113,Friedrichshain,10243
"[52.51068, 13.44924]",Himmelpforter Spezialitäten,Restaurant,Gubener Straße 23 Friedrichshain 10243 Berlin,,,,Gubener Straße 23,Friedrichshain,10243
"[52.51347, 13.45348]",Smokers Lounge,Going Out,Warschauer Straße 79 Friedrichshain 10243 Berlin,,,,Warschauer Straße 79,Friedrichshain,10243
"[52.51769, 13.44142]",James June Event,Restaurant,KarlMarxAllee 93 Friedrichshain 10243 Berlin,Mon-Sun: 13:00 - 23:30,,,KarlMarxAllee 93,Friedrichshain,10243
"[52.51233, 13.4484]",Trattoria Portofino,Restaurant,Gubener Straße 48 Friedrichshain 10243 Berlin,"Mon-Sun: 11:30 - 00:00, 11:30 - 23:59",Mediterranean,Pizza,Gubener Straße 48,Friedrichshain,10243
"[52.51215, 13.45362]",Salsabil,Restaurant,Grünberger Straße 38 Friedrichshain 10245 Berlin,,Lebanese,Mediterranean,Grünberger Straße 38,Friedrichshain,10245
"[52.51236, 13.45398]",Sao Viet,Restaurant,Grünberger Straße 35 Friedrichshain 10245 Berlin,Mon-Wed: 11:30 - 23:30 Thu-Sun: 11:30 - 00:00,Asian,Vietnamese,Grünberger Straße 35,Friedrichshain,10245
"[52.51232, 13.45211]",Curry & Beer,Snacks/Fast food,Warschauer Straße 16 Friedrichshain 10243 Berlin,"Mon-Sun: 12:00 - 02:00, 12:00 - 13:00",German,Burgers,Warschauer Straße 16,Friedrichshain,10243
"[52.51119, 13.44989]",Chop Chop Dim Sum,Restaurant,Kopernikusstraße 35 Friedrichshain 10243 Berlin,Mon-Thu: 12:00 - 20:00 Fri: 11:00 - 20:00,Asian,Chinese,Kopernikusstraße 35,Friedrichshain,10243
"[52.51696, 13.45313]",Il Grande Torino,Snacks/Fast food,Petersburger Straße 96 Friedrichshain 10247 Berlin,,,,Petersburger Straße 96,Friedrichshain,10247
"[52.51101, 13.45153]",Kiez Vegan,Restaurant,Warschauer Straße 24 Friedrichshain 10243 Berlin,"Mon-Fri: 08:00 - 23:00 Sat, Sun: 10:00 - 23:00",Vegan,,Warschauer Straße 24,Friedrichshain,10243
"[52.51058, 13.45133]",Asia Song Hong,Restaurant,Warschauer Straße 25 Friedrichshain 10243 Berlin,Mon-Sat: 11:00 - 22:30 Sun: 13:00 - 22:30,Asian,Japanese - Sushi,Warschauer Straße 25,Friedrichshain,10243
"[52.51745, 13.44362]",Saaldeck Cafe & Bar,Coffee/Tea,KarlMarxAllee 103A Friedrichshain 10243 Berlin,"Mon-Wed, Sun: 09:30 - 22:00 Thu-Sat: 09:30 - 00:00, 09:30 - 00:00, 10:00 - 22:00",,,KarlMarxAllee 103A,Friedrichshain,10243
"[52.5133, 13.4534]",Co Ha,Restaurant,Warschauer Straße 78 Friedrichshain 10243 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Vietnamese,Warschauer Straße 78,Friedrichshain,10243
"[52.51779, 13.45377]",Asia Point,Restaurant,Petersburger Straße 87 Friedrichshain 10247 Berlin,"Mon-Fri: 11:30 - 22:00 Sat, Sun: 13:00 - 22:00",Asian,Chinese,Petersburger Straße 87,Friedrichshain,10247
"[52.51393, 13.45368]",Gemüse Kebap & Friends,Restaurant,Warschauer Straße 81A Friedrichshain 10243 Berlin,,Middle Eastern,,Warschauer Straße 81A,Friedrichshain,10243
"[52.51236, 13.45398]",Galaxxy Pizzeria Restaurant,Restaurant,Grünberger Straße 35 Friedrichshain 10245 Berlin,,Pizza,Italian,Grünberger Straße 35,Friedrichshain,10245
"[52.50953, 13.45829]",Il Ritrovo,Restaurant,Wühlischstraße 29 Friedrichshain 10245 Berlin,Mon-Sun: 12:00 - 23:59,Mediterranean,Pizza,Wühlischstraße 29,Friedrichshain,10245
"[52.50885, 13.46113]",Spatzle & Knodel,Restaurant,Wühlischstraße 20 Friedrichshain 10245 Berlin,"Mon-Fri: 17:00 - 23:00 Sat, Sun: 15:00 - 23:00",,,Wühlischstraße 20,Friedrichshain,10245
"[52.51038, 13.4587]",Alarabi,Restaurant,Krossener Straße 19 Friedrichshain 10245 Berlin,"Mon-Sun: 09:00 - 01:00, 10:00 - 01:00",American,German,Krossener Straße 19,Friedrichshain,10245
"[52.51034, 13.45811]",Neumanns,Restaurant,GabrielMaxStraße 18 Friedrichshain 10245 Berlin,"Mon-Thu: 09:00 - 18:00 Fri, Sat: 09:00 - 19:00 Sun: 09:30 - 19:00",European,,GabrielMaxStraße 18,Friedrichshain,10245
"[52.50866, 13.45816]",Schneeweiss,Restaurant,Simplonstraße 16 Friedrichshain 10245 Berlin,"Mon-Fri: 18:00 - 01:00, 18:00 - 13:00 Sat: 10:00 - 01:00, 10:00 - 13:00 Sun: 10:00 - 01:00, 10:00 - 01:00, 10:00 - 13:00",Austrian,European,Simplonstraße 16,Friedrichshain,10245
"[52.52319, 13.45322]",Viet Bowl,Restaurant,Straßmannstraße 41 Friedrichshain 10249 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Thai,Straßmannstraße 41,Friedrichshain,10249
"[52.51142, 13.45802]",Curry 66,Restaurant,Grünberger Straße 66 Friedrichshain 10245 Berlin,"Mon-Thu: 11:00 - 23:00 Fri, Sat: 11:00 - 23:59 Sun: 11:00 - 22:00",German,International,Grünberger Straße 66,Friedrichshain,10245
"[52.52175, 13.44942]",Barrel Weinbar Berlin,Bar/Pub,Petersburger Platz 1 Friedrichshain 10249 Berlin,Mon-Sun: 17:00 - 13:00,,,Petersburger Platz 1,Friedrichshain,10249
"[52.51625, 13.45642]",Ristorante Sole,Restaurant,Frankfurter Allee 7 Friedrichshain 10247 Berlin,Mon-Sat: 12:00 - 23:59 Sun: 12:00 - 23:00,Mediterranean,Pizza,Frankfurter Allee 7,Friedrichshain,10247
"[52.5165, 13.46052]",Nieu Com,Restaurant,Proskauer Straße 33 Friedrichshain 10247 Berlin,Mon-Sun: 11:00 - 23:00,Asian,Japanese,Proskauer Straße 33,Friedrichshain,10247
"[52.52127, 13.44975]",Lachmann's Leckere Waffeln,Coffee/Tea,Petersburger Platz 4 Friedrichshain 10249 Berlin,Mon: 10:00 - 22:00 Tue-Sun: 10:00 - 18:00,Brunch,American,Petersburger Platz 4,Friedrichshain,10249
"[52.52163, 13.4495]",XIGON,Restaurant,Petersburger Platz 2 Friedrichshain 10249 Berlin,Mon-Sun: 11:00 - 23:00,Asian,Japanese,Petersburger Platz 2,Friedrichshain,10249
"[52.51318, 13.45703]",Protokoll Berlin,Bar/Pub,Boxhagener Straße 110 Friedrichshain 10245 Berlin,"Mon-Thu, Sun: 16:00 - 24:00:00 Fri, Sat: 16:00 - 00:02",International,,Boxhagener Straße 110,Friedrichshain,10245
"[52.51074, 13.45795]",Mahalo Poke Berlin,Restaurant,Krossener Straße 11A Friedrichshain 10245 Berlin,"Tue-Thu: 17:00 - 22:00 Fri, Sat: 12:00 - 23:00 Sun: 12:00 - 22:00",Hawaiian/Polynesian,Seafood,Krossener Straße 11A,Friedrichshain,10245
"[52.51191, 13.45667]",Habana,Restaurant,Grünberger Straße 57 Friedrichshain 10245 Berlin,"Mon-Thu, Sun: 09:00 - 02:00 Fri, Sat: 09:00 - 03:00",Pizza,Cuban,Grünberger Straße 57,Friedrichshain,10245
"[52.513, 13.45755]",Noa Lounge 108,Bar/Pub,Boxhagener Straße 108 Friedrichshain 10245 Berlin,"Mon-Thu, Sun: 17:00 - 15:00, 17:00 - 15:00, 17:00 - 03:00, 17:00 - 03:00, 17:00 - 23:59 Fri, Sat: 17:00 - 05:00, 17:00 - 05:00, 17:00 - 23:59",,,Boxhagener Straße 108,Friedrichshain,10245
"[52.51014, 13.45802]",Medeaterranean Trip,Restaurant,GabrielMaxStraße 19 Friedrichshain 10245 Berlin,Tue-Sun: 16:30 - 22:00,Mediterranean,Spanish,GabrielMaxStraße 19,Friedrichshain,10245
"[52.50562, 13.44174]",L'Osteria Berlin Mercedes Platz,Restaurant,MildredHarnackStraße 11 Friedrichshain 10243 Berlin,"Mon-Thu, Sun: 12:00 - 23:00 Fri, Sat: 12:00 - 00:00",Mediterranean,Pizza,MildredHarnackStraße 11,Friedrichshain,10243
"[52.50913, 13.45608]",Pijalnia Wodki I Piwa,Restaurant,SimonDachStraße 32 Friedrichshain 10245 Berlin,,Polish,European,SimonDachStraße 32,Friedrichshain,10245
"[52.54888, 13.59676]",Thang Long China-Bistro,Restaurant,Landsberger Chaussee 17 EicheSüd 16356 Ahrensfelde,,Asian,Chinese,Landsberger Chaussee 17,EicheSüd,16356
"[52.54888, 13.59676]",Myamstix,Restaurant,Landsberger Chaussee 17 EicheSüd 16356 Ahrensfelde,Mon-Sat: 09:00 - 20:00,Asian,Grill,Landsberger Chaussee 17,EicheSüd,16356
"[52.54888, 13.59676]",Al Teatro - Pizza & Pasta - Kaufpark Eiche,Restaurant,Landsberger Chaussee 17 EicheSüd 16356 Ahrensfelde,,Pizza,Burgers,Landsberger Chaussee 17,EicheSüd,16356
