Coordinates,Name,Type,Address,Cuisine_1,Cuisine_2,Opening Hours,Street,Bezirk,PLZ
"[52.46798, 13.38518]",Yoko Sushi,Restaurant,Tempelhofer Damm 128 Tempelhof 12099 Berlin,Asian,Japanese - Sushi,Mon-Sun: 11:30 - 22:00,Tempelhofer Damm 128,Tempelhof,12099.0
"[52.46553, 13.38386]",Nuova Mirabella,Restaurant,AltTempelhof 27 Tempelhof 12103 Berlin,Italian,German,Mon-Sun: 12:00 - 23:59,AltTempelhof 27,Tempelhof,12103.0
"[52.46739, 13.38519]",Eis Hennig,Food & Drink,Tempelhofer Damm 134 Tempelhof 12099 Berlin,Ice cream,,Mon-Sun: 09:00 - 21:00,Tempelhofer Damm 134,Tempelhof,12099.0
"[52.46481, 13.38537]",Nuts & Co,Food & Drink,Tempelhofer Damm 152 Tempelhof 12099 Berlin,,,,Tempelhofer Damm 152,Tempelhof,12099.0
"[52.46502, 13.38588]",City Chicken,Restaurant,Tempelhofer Damm 149 Tempelhof 12099 Berlin,Hot Dogs,French,Mon-Sat: 10:00 - 22:00 Sun: 11:00 - 22:00,Tempelhofer Damm 149,Tempelhof,12099.0
"[52.46839, 13.38521]",Pizzeria Jasmin,Restaurant,Tempelhofer Damm 124 Tempelhof 12099 Berlin,Italian,Pizza,Mon-Sun: 11:00 - 22:15,Tempelhofer Damm 124,Tempelhof,12099.0
"[52.46674, 13.3852]",Restaurant Bambusstabchen,Restaurant,Tempelhofer Damm 140 Tempelhof 12099 Berlin,,,Mon-Fri: 11:30 - 23:00 Sat: 12:00 - 23:00,Tempelhofer Damm 140,Tempelhof,12099.0
"[52.4653, 13.38588]",Chicken Gemüse Kebab,Food & Drink,Tempelhofer Damm 147 Tempelhof 12099 Berlin,Turkish,,,Tempelhofer Damm 147,Tempelhof,12099.0
"[52.47536, 13.35781]",Kochmutze,Restaurant,Sachsendamm 20 Schöneberg 10829 Berlin,German,International,,Sachsendamm 20,Schöneberg,10829.0
"[52.46618, 13.3839]",Restaurant Aurel,Restaurant,AltTempelhof 28 Tempelhof 12103 Berlin,Italian,,"Mon-Fri: 08:00 - 23:00 Sat, Sun: 08:00 - 18:00",AltTempelhof 28,Tempelhof,12103.0
"[52.46635, 13.38521]",Risa Chicken,Restaurant,Tempelhofer Damm 144 Tempelhof 12099 Berlin,Hot Dogs,Middle Eastern,"Mon-Thu, Sun: 11:00 - 01:00 Fri, Sat: 11:00 - 02:00",Tempelhofer Damm 144,Tempelhof,12099.0
"[52.46389, 13.37032]",Berlin Imbiss,Restaurant,Alboinstraße 71 Schöneberg 12103 Berlin,Middle Eastern,,,Alboinstraße 71,Schöneberg,12103.0
"[52.46365, 13.37641]",Queen's   Café   Bar   Lounge,Going Out,Manteuffelstraße 11 Tempelhof 12103 Berlin,,,,Manteuffelstraße 11,Tempelhof,12103.0
"[52.47135, 13.38508]",Blue Eiscafé Berlin Tempelhof,Food & Drink,Tempelhofer Damm 104 Tempelhof 12101 Berlin,Ice cream,,,Tempelhofer Damm 104,Tempelhof,12101.0
"[52.47441, 13.38102]",Gourmet de France,Food & Drink,ManfredvonRichthofenStraße 152 Tempelhof 12101 Berlin,,,,ManfredvonRichthofenStraße 152,Tempelhof,12101.0
"[52.47833, 13.38081]",Gastronomie Grun-Gold,Restaurant,Paradestraße Tempelhof 12101 Berlin,,,,Paradestraße,Tempelhof,12101.0
"[52.46553, 13.38386]",Cafe Belina Berlin,Restaurant,AltTempelhof 27 Tempelhof 12103 Berlin,,,"Mon, Fri: 09:00 - 19:00 Sat, Sun: 10:00 - 19:00",AltTempelhof 27,Tempelhof,12103.0
"[52.46869, 13.38675]",Arisu Sushi,Restaurant,Ringbahnstraße 68 Tempelhof 12099 Berlin,Asian,Japanese - Sushi,"Mon-Fri: 11:30 - 23:00 Sat, Sun: 12:00 - 23:00",Ringbahnstraße 68,Tempelhof,12099.0
"[52.46884, 13.38523]",My Asia,Restaurant,Tempelhofer Damm 122 Tempelhof 12099 Berlin,Asian,Chinese,"Mon-Fri: 11:00 - 23:00 Sat, Sun: 12:00 - 23:59",Tempelhofer Damm 122,Tempelhof,12099.0
"[52.46448, 13.3765]",Columbus Croque,Restaurant,Manteuffelstraße 8 Tempelhof 12103 Berlin,Pizza,French,Mon-Sun: 11:00 - 23:00,Manteuffelstraße 8,Tempelhof,12103.0
"[52.47638, 13.364698]",Donerbiz,Restaurant,GeneralPapeStraße 1 Schöneberg 12101 Berlin,Middle Eastern,,Mon-Sat: 07:00 - 23:59 Sun: 07:00 - 01:00,GeneralPapeStraße 1,Schöneberg,12101.0
"[52.46839, 13.38521]",Shehata el-Shefai,Restaurant,Tempelhofer Damm 124 Tempelhof 12099 Berlin,Asian,,Mon-Sun: 11:00 - 23:00,Tempelhofer Damm 124,Tempelhof,12099.0
"[52.4711, 13.35755]",Gaststätte Ahorngarten,Restaurant,Matthäifriedhofsweg 7 Schöneberg 10829 Berlin,Turkish,,,Matthäifriedhofsweg 7,Schöneberg,10829.0
"[52.46694, 13.3852]",Tobi's Back & Snack,Restaurant,Tempelhofer Damm 138 Tempelhof 12099 Berlin,,,Mon-Fri: 06:00 - 19:00 Sat: 06:00 - 17:00 Sun: 07:00 - 17:00,Tempelhofer Damm 138,Tempelhof,12099.0
"[52.46595, 13.38068]",Lieferbuffet,Restaurant,AltTempelhof 46 Tempelhof 12103 Berlin,,,"Mon-Thu: 08:00 - 21:00 Fri, Sat: 08:00 - 04:00 Sun: 08:00 - 22:00",AltTempelhof 46,Tempelhof,12103.0
"[52.48522, 13.37854]",Golgatha Biergarten im Viktoriapark,Restaurant,Dudenstraße Kreuzberg 10965 Berlin,German,European,Mon-Sun: 09:00 - 23:59,Dudenstraße,Kreuzberg,10965.0
"[52.48525, 13.37384]",Waschkueche,Coffee/Tea,Dudenstraße 80 Kreuzberg 10965 Berlin,,,Mon-Fri: 07:00 - 21:00 Sat: 09:00 - 20:00 Sun: 10:00 - 19:00,Dudenstraße 80,Kreuzberg,10965.0
"[52.48519, 13.36169]",Gokan,Restaurant,Leberstraße 9 Schöneberg 10829 Berlin,Asian,Korean,"Tue-Fri: 18:00 - 22:00 Sat, Sun: 16:00 - 22:00",Leberstraße 9,Schöneberg,10829.0
"[52.48533, 13.37534]",Palace Lounge,Restaurant,Dudenstraße 72 Kreuzberg 10965 Berlin,Asian,Japanese - Sushi,"Mon-Thu: 15:00 - 01:00, 15:00 - 13:00, 15:00 - 01:00, 15:00 - 23:59 Fri: 15:00 - 02:00, 15:00 - 14:00, 15:00 - 02:00, 15:00 - 23:59 Sat: 13:00 - 02:00, 13:00 - 02:00, 15:00 - 23:59 Sun: 13:00 - 01:00, 13:00 - 01:00, 15:00 - 01:00, 15:00 - 01:00, 15:00 - 01:00",Dudenstraße 72,Kreuzberg,10965.0
"[52.48576, 13.37511]",Gon 80,Restaurant,Eylauer Straße 16 Kreuzberg 10965 Berlin,Asian,Vietnamese,Tue-Sun: 12:00 - 23:00,Eylauer Straße 16,Kreuzberg,10965.0
"[52.47973, 13.34998]",Osbili,Restaurant,GustavFreytagStraße 5 Schöneberg 10827 Berlin,Italian,German,"Mon-Wed, Fri, Sat: 08:00 - 20:00 Thu, Sun: 08:00 - 18:30",GustavFreytagStraße 5,Schöneberg,10827.0
"[52.46967, 13.34359]",Trattoria Tre Fratelli,Restaurant,Rubensstraße 66 Schöneberg 12157 Berlin,Italian,Pizza,,Rubensstraße 66,Schöneberg,12157.0
"[52.48297, 13.3605]",Jansen Bar,Bar/Pub,Gotenstraße 71 Schöneberg 10829 Berlin,,,"Mon: 18:00 - 02:00 Tue-Thu, Sun: 18:00 - 02:00, 20:00 - 14:00, 20:00 - 14:00, 20:00 - 23:59 Fri, Sat: 18:00 - 03:00, 20:00 - 15:00, 20:00 - 15:00, 20:00 - 23:59",Gotenstraße 71,Schöneberg,10829.0
"[52.48437, 13.36371]",Berliner Kochwerkstatt,Restaurant,Naumannstraße 15 Schöneberg 10829 Berlin,German,,,Naumannstraße 15,Schöneberg,10829.0
"[52.48608, 13.36185]",Caffein Espressosysteme,Coffee/Tea,Kolonnenstraße 54 Schöneberg 10829 Berlin,Italian,,Mon-Fri: 08:30 - 18:00 Sat: 10:00 - 14:00,Kolonnenstraße 54,Schöneberg,10829.0
"[52.48165, 13.36326]",Cafe Mon Cherie,Restaurant,Naumannstraße 48 Schöneberg 10829 Berlin,,,Mon-Sat: 06:00 - 18:00 Sun: 06:00 - 19:00,Naumannstraße 48,Schöneberg,10829.0
"[52.47949, 13.36876]",Fischräucherei Eleonore Krohnen,Restaurant,GeneralPapeStraße 52 Tempelhof 12101 Berlin,Barbecue,American,,GeneralPapeStraße 52,Tempelhof,12101.0
"[52.48422, 13.38411]",Traditionelles Frühstückshaus,Coffee/Tea,ManfredvonRichthofenStraße 6 Tempelhof 12101 Berlin,Breakfast,,"Mon-Fri: 08:00 - 18:00 Sat, Sun: 10:00 - 15:30",ManfredvonRichthofenStraße 6,Tempelhof,12101.0
"[52.48317, 13.38183]",Michael Martins,Restaurant,ManfredvonRichthofenStraße 18 Tempelhof 12101 Berlin,,,"Mon, Fri: 11:30 - 22:00 Tue-Thu: 11:30 - 21:00 Sat: 17:00 - 22:00",ManfredvonRichthofenStraße 18,Tempelhof,12101.0
"[52.48557, 13.36313]",RAAMSON - tamil restaurant,Restaurant,Kolonnenstraße 48 Schöneberg 10829 Berlin,,,Mon-Sat: 11:00 - 23:00 Sun: 14:00 - 23:00,Kolonnenstraße 48,Schöneberg,10829.0
"[52.48403, 13.36167]",Inselnest,Restaurant,Leberstraße 23 Schöneberg 10829 Berlin,,,,Leberstraße 23,Schöneberg,10829.0
"[52.48622, 13.36767]",Tssagif - Interkulturelles Haus Schöneberg,Restaurant,Geßlerstraße 11 Schöneberg 10829 Berlin,,,,Geßlerstraße 11,Schöneberg,10829.0
"[52.48368, 13.38385]",Bioladen Grünschnabel,Shop,ManfredvonRichthofenStraße 9 Tempelhof 12101 Berlin,,,Mon-Fri: 08:30 - 20:00 Sat: 08:00 - 18:00,ManfredvonRichthofenStraße 9,Tempelhof,12101.0
"[52.48519, 13.3745]",Dudenschanke,Restaurant,Dudenstraße 76 Kreuzberg 10965 Berlin,,,,Dudenstraße 76,Kreuzberg,10965.0
"[52.480354, 13.385181]",BURGER KING,Snacks/Fast food,Tempelhofer Damm 28 Tempelhof 12101 Berlin,,,"Mon-Thu, Sun: 08:00 - 02:00 Fri, Sat: 08:00 - 05:00",Tempelhofer Damm 28,Tempelhof,12101.0
"[52.48422, 13.38411]",Kang Feng,Restaurant,ManfredvonRichthofenStraße 6 Tempelhof 12101 Berlin,Asian,Chinese,Mon-Sun: 12:00 - 23:00,ManfredvonRichthofenStraße 6,Tempelhof,12101.0
"[52.48485, 13.38306]",Lumiere Coffeeshop & Bistro,Restaurant,Dudenstraße 15 Tempelhof 10965 Berlin,German,,,Dudenstraße 15,Tempelhof,10965.0
"[52.4812, 13.3601]","Pizzeria, Trattoria Luna",Restaurant,Gotenstraße 18 Schöneberg 10829 Berlin,Italian,Pizza,Mon-Sat: 08:00 - 22:00 Sun: 12:00 - 22:00,Gotenstraße 18,Schöneberg,10829.0
"[52.4855, 13.36371]",Naumannstübchen,Restaurant,Naumannstraße 7 Schöneberg 10829 Berlin,,,,Naumannstraße 7,Schöneberg,10829.0
"[52.48621, 13.36372]",Jonas,Restaurant,Naumannstraße 1 Schöneberg 10829 Berlin,International,,Mon-Sun: 11:00 - 03:00,Naumannstraße 1,Schöneberg,10829.0
"[52.52957, 13.47112]",Pizza Lovers,Restaurant,AntonSaefkowPlatz 12 Fennpfuhl 10369 Berlin,Italian,Pizza,,AntonSaefkowPlatz 12,Fennpfuhl,10369.0
"[52.53007, 13.47104]",Marco Polo Due,Restaurant,AntonSaefkowPlatz 13 Fennpfuhl 10369 Berlin,Italian,Pizza,,AntonSaefkowPlatz 13,Fennpfuhl,10369.0
"[52.52686, 13.47891]",Sun Poke Bowl,Restaurant,Weißenseer Weg 112 Fennpfuhl 10369 Berlin,Asian,Hawaiian/Polynesian,,Weißenseer Weg 112,Fennpfuhl,10369.0
"[52.52699, 13.47887]",Quan Ngon,Restaurant,Weißenseer Weg 111 Fennpfuhl 10369 Berlin,Asian,Vietnamese,,Weißenseer Weg 111,Fennpfuhl,10369.0
"[52.53178, 13.46932]",Pizza Express,Restaurant,Landsberger Allee 171 Fennpfuhl 10369 Berlin,Pizza,,,Landsberger Allee 171,Fennpfuhl,10369.0
"[52.52957, 13.47112]",Avtaar,Restaurant,AntonSaefkowPlatz 12 Fennpfuhl 10369 Berlin,Asian,Indian,,AntonSaefkowPlatz 12,Fennpfuhl,10369.0
"[52.5285, 13.46595]",Khoa-Bistro,Restaurant,KarlLadeStraße 42 Fennpfuhl 10369 Berlin,Asian,Vietnamese,,KarlLadeStraße 42,Fennpfuhl,10369.0
"[52.52686, 13.47891]",Max & Moritz Bistro,Snacks/Fast food,Weißenseer Weg 112 Fennpfuhl 10369 Berlin,Middle Eastern,,,Weißenseer Weg 112,Fennpfuhl,10369.0
"[52.53345, 13.47726]",Grenzlos,Restaurant,Landsberger Allee 203 AltHohenschönhausen 13055 Berlin,German,,,Landsberger Allee 203,AltHohenschönhausen,13055.0
"[52.52957, 13.47112]",Restaurant Athos,Restaurant,AntonSaefkowPlatz 12 Fennpfuhl 10369 Berlin,Greek,,,AntonSaefkowPlatz 12,Fennpfuhl,10369.0
"[52.52962, 13.47277]",Lovely Sushi,Restaurant,AntonSaefkowPlatz 4 Fennpfuhl 10369 Berlin,Asian,Japanese - Sushi,,AntonSaefkowPlatz 4,Fennpfuhl,10369.0
"[52.533, 13.46847]",Cafe Panorama 2,Restaurant,JudithAuerStraße 6 Fennpfuhl 10369 Berlin,German,,,JudithAuerStraße 6,Fennpfuhl,10369.0
"[52.53178, 13.46932]",Asia Snack im Castello,Restaurant,Landsberger Allee 171 Fennpfuhl 10369 Berlin,Asian,,,Landsberger Allee 171,Fennpfuhl,10369.0
"[52.5287, 13.47143]",Pure Berlin,Restaurant,AntonSaefkowPlatz 8 Fennpfuhl 10369 Berlin,German,,,AntonSaefkowPlatz 8,Fennpfuhl,10369.0
"[52.53178, 13.46932]",Essen Ist Fertig,Food & Drink,Landsberger Allee 171 Fennpfuhl 10369 Berlin,German,,,Landsberger Allee 171,Fennpfuhl,10369.0
"[52.53345, 13.47726]",Hotel Wilhelmsberg - Alt Landsberg,Restaurant,Landsberger Allee 203 AltHohenschönhausen 13055 Berlin,German,,,Landsberger Allee 203,AltHohenschönhausen,13055.0
"[52.53345, 13.47726]",New Orleans,Restaurant,Landsberger Allee 203 AltHohenschönhausen 13055 Berlin,European,,,Landsberger Allee 203,AltHohenschönhausen,13055.0
"[52.52728, 13.47225]",Balalayka,Restaurant,RudolfSeiffertStraße 31 Fennpfuhl 10369 Berlin,Russian,,,RudolfSeiffertStraße 31,Fennpfuhl,10369.0
"[52.52855, 13.46838]",Zum Fass,Restaurant,FranzJacobStraße 12 Fennpfuhl 10369 Berlin,German,,,FranzJacobStraße 12,Fennpfuhl,10369.0
"[52.52842, 13.45716]",Skykitchen,Restaurant,Landsberger Allee 106 Prenzlauer Berg 10369 Berlin,International,European,,Landsberger Allee 106 Prenzlauer,Berg,10369.0
"[52.52463, 13.46512]",La Stazione,Restaurant,Storkower Straße 207 Fennpfuhl 10369 Berlin,Italian,Thai,,Storkower Straße 207,Fennpfuhl,10369.0
"[52.52842, 13.45716]",Mavericks Berlin,Restaurant,Landsberger Allee 106 Prenzlauer Berg 10369 Berlin,American,,,Landsberger Allee 106 Prenzlauer,Berg,10369.0
"[52.522886, 13.462697]",SUBWAY,Restaurant,Zur Rinderauktionshalle 1 Prenzlauer Berg 10247 Berlin,Sandwiches,,,Zur Rinderauktionshalle 1 Prenzlauer,Berg,10247.0
"[52.52842, 13.45716]",Skybar,Bar/Pub,Landsberger Allee 106 Prenzlauer Berg 10369 Berlin,,,,Landsberger Allee 106 Prenzlauer,Berg,10369.0
"[52.52941, 13.45788]",BURGER KING,Restaurant,Landsberger Allee 119 Fennpfuhl 10407 Berlin,,,,Landsberger Allee 119,Fennpfuhl,10407.0
"[52.53131, 13.48607]",Kantine in der Mittküche,Restaurant,Vulkanstraße 13 Lichtenberg 10367 Berlin,,,,Vulkanstraße 13,Lichtenberg,10367.0
"[52.52287, 13.46477]",China-Thai-Imbiss,Food & Drink,HermannBlankensteinStraße 40 Prenzlauer Berg 10249 Berlin,Asian,Chinese,,HermannBlankensteinStraße 40 Prenzlauer,Berg,10249.0
"[52.52167, 13.46891]",Frische Paradies,Food & Drink,HermannBlankensteinStraße 48 Prenzlauer Berg 10249 Berlin,Mediterranean,French,,HermannBlankensteinStraße 48 Prenzlauer,Berg,10249.0
"[52.52287, 13.46477]",Vietthai-Bistro,Restaurant,HermannBlankensteinStraße 40 Prenzlauer Berg 10249 Berlin,,,,HermannBlankensteinStraße 40 Prenzlauer,Berg,10249.0
"[52.52842, 13.45716]",Restaurant Mervicks,Restaurant,Landsberger Allee 106 Prenzlauer Berg 10369 Berlin,European,,,Landsberger Allee 106 Prenzlauer,Berg,10369.0
"[52.53023, 13.46103]",Kneipe Attenzione,Going Out,Oderbruchstraße 9 Prenzlauer Berg 10407 Berlin,Grill,,,Oderbruchstraße 9 Prenzlauer,Berg,10407.0
"[52.53606, 13.46832]",Die Laube,Restaurant,Hohenschönhauser Straße Fennpfuhl 10369 Berlin,German,,,Hohenschönhauser Straße,Fennpfuhl,10369.0
"[52.52401, 13.46171]",Thai Nippon Sushi Bar,Restaurant,HermannBlankensteinStraße 38 Prenzlauer Berg 10249 Berlin,Asian,,,HermannBlankensteinStraße 38 Prenzlauer,Berg,10249.0
"[52.52842, 13.45716]",delight,Restaurant,Landsberger Allee 106 Prenzlauer Berg 10369 Berlin,German,,,Landsberger Allee 106 Prenzlauer,Berg,10369.0
"[52.53704, 13.47412]",Berliner Fechterbund,Restaurant,Weißenseer Weg 51 AltHohenschönhausen 13053 Berlin,German,,,Weißenseer Weg 51,AltHohenschönhausen,13053.0
"[52.52327, 13.47672]",Studentenclub Schlauch,Dance or Nightclub,Storkower Straße 225 Fennpfuhl 10367 Berlin,Grill,,,Storkower Straße 225,Fennpfuhl,10367.0
"[52.52401, 13.46171]",Bomas Burger,Snacks/Fast food,HermannBlankensteinStraße 38 Prenzlauer Berg 10249 Berlin,Burgers,Sandwiches,,HermannBlankensteinStraße 38 Prenzlauer,Berg,10249.0
"[52.52061, 13.45912]","Ryans Eis, Waffel & Co.",Restaurant,Eldenaer Straße 58 Friedrichshain 10247 Berlin,Ice cream,,,Eldenaer Straße 58,Friedrichshain,10247.0
"[52.53655, 13.47576]",Rodi Bar,Restaurant,KonradWolfStraße 63 AltHohenschönhausen 13055 Berlin,,,,KonradWolfStraße 63,AltHohenschönhausen,13055.0
"[52.53518, 13.46896]",Rodi Bier Bar,Restaurant,Hohenschönhauser Straße 72 Fennpfuhl 10369 Berlin,German,,,Hohenschönhauser Straße 72,Fennpfuhl,10369.0
"[52.52401, 13.46171]",Curry & Fritz,Snacks/Fast food,HermannBlankensteinStraße 38 Prenzlauer Berg 10249 Berlin,German,,,HermannBlankensteinStraße 38 Prenzlauer,Berg,10249.0
"[52.51646, 13.46404]",Minimal Bar,Bar/Pub,Rigaer Straße 31 Friedrichshain 10247 Berlin,,,,Rigaer Straße 31,Friedrichshain,10247.0
"[52.51935, 13.46681]",Hansbach Bar,Bar/Pub,Samariterstraße 18 Friedrichshain 10247 Berlin,,,,Samariterstraße 18,Friedrichshain,10247.0
"[52.52582, 13.45194]",Espressobar zum Kalten Hund,Coffee/Tea,Ebertystraße 49 Friedrichshain 10249 Berlin,,,,Ebertystraße 49,Friedrichshain,10249.0
"[52.51643, 13.46555]",Sai Baba,Restaurant,Rigaer Straße 75 Friedrichshain 10247 Berlin,Asian,Indian,,Rigaer Straße 75,Friedrichshain,10247.0
"[52.51618, 13.47107]",Jamy,Restaurant,Schreinerstraße 29 Friedrichshain 10247 Berlin,Thai,Asian,,Schreinerstraße 29,Friedrichshain,10247.0
"[52.52793, 13.45161]",Ristorante Italiano,Restaurant,Landsberger Allee 101 Prenzlauer Berg 10407 Berlin,Italian,Pizza,,Landsberger Allee 101 Prenzlauer,Berg,10407.0
"[52.514595, 13.467986]",Tropica Grillhaus,Restaurant,Frankfurter Allee 73 Friedrichshain 10247 Berlin,Asian,Grill,,Frankfurter Allee 73,Friedrichshain,10247.0
"[52.514595, 13.467986]",Asia-Sushi Bar Rong Vang,Restaurant,Frankfurter Allee 7177 Friedrichshain 10247 Berlin,Thai,Asian,,Frankfurter Allee 7177,Friedrichshain,10247.0
"[52.51404, 13.46465]",Hanabira - Japanische Lebensmittel & Feinkost,Food & Drink,Colbestraße 5 Friedrichshain 10247 Berlin,Asian,Japanese,,Colbestraße 5,Friedrichshain,10247.0
"[52.52588, 13.44713]",Gao Fresh.Food.Fast,Restaurant,Landsberger Allee 68D Friedrichshain 10249 Berlin,Asian,Japanese - Sushi,,Landsberger Allee 68D,Friedrichshain,10249.0
"[52.51779, 13.4686]",Die Kaffeefreunde,Restaurant,Bänschstraße 73 Friedrichshain 10247 Berlin,Vegetarian,,,Bänschstraße 73,Friedrichshain,10247.0
"[52.51505, 13.46813]",Trattoria Salute,Restaurant,Frankfurter Allee 73A Friedrichshain 10247 Berlin,Italian,Pizza,,Frankfurter Allee 73A,Friedrichshain,10247.0
"[52.52295, 13.4495]",L'Herbivore,Restaurant,Petersburger Straße 38 Friedrichshain 10249 Berlin,Scandinavian,Vegan,,Petersburger Straße 38,Friedrichshain,10249.0
"[52.51503, 13.47152]",Kleinmein,Restaurant,Waldeyerstraße 9 Friedrichshain 10247 Berlin,,,,Waldeyerstraße 9,Friedrichshain,10247.0
"[52.51579, 13.46778]",Haroun Restaurant,Restaurant,Rigaer Straße 42A Friedrichshain 10247 Berlin,Middle Eastern,Lebanese,,Rigaer Straße 42A,Friedrichshain,10247.0
"[52.51457, 13.45935]",Kashmir,Restaurant,Niederbarnimstraße 3 Friedrichshain 10247 Berlin,Pakistani,German,,Niederbarnimstraße 3,Friedrichshain,10247.0
"[52.52232, 13.44981]",Pomodorino,Restaurant,Straßmannstraße 21 Friedrichshain 10249 Berlin,,,,Straßmannstraße 21,Friedrichshain,10249.0
"[52.51436, 13.4597]",Dehli Palast,Restaurant,Niederbarnimstraße 24 Friedrichshain 10247 Berlin,,,,Niederbarnimstraße 24,Friedrichshain,10247.0
"[52.51858, 13.46434]",Vineria del Este,Restaurant,Bänschstraße 41 Friedrichshain 10247 Berlin,German,,,Bänschstraße 41,Friedrichshain,10247.0
"[52.518, 13.45545]",Asia Thanh,Restaurant,Rigaer Straße 6 Friedrichshain 10247 Berlin,Asian,Chinese,,Rigaer Straße 6,Friedrichshain,10247.0
"[52.51533, 13.46088]",Lani,Coffee/Tea,Frankfurter Allee 31 Friedrichshain 10247 Berlin,Vegan,Natural/Healthy,,Frankfurter Allee 31,Friedrichshain,10247.0
"[52.51451, 13.46411]",Bilakiss Gemuse Kebap,Restaurant,Frankfurter Allee 48 Friedrichshain 10247 Berlin,Turkish,Vegetarian,,Frankfurter Allee 48,Friedrichshain,10247.0
"[52.51328, 13.46265]",Voudookitchen,Snacks/Fast food,Scharnweberstraße 32 Friedrichshain 10247 Berlin,Grill,Crêperie,,Scharnweberstraße 32,Friedrichshain,10247.0
"[52.52293, 13.45052]",Freddy Fresh,Restaurant,Petersburger Straße 39 Friedrichshain 10249 Berlin,Pizza,,,Petersburger Straße 39,Friedrichshain,10249.0
"[52.51509, 13.46323]",Salami Social Club,Restaurant,Frankfurter Allee 43 Friedrichshain 10247 Berlin,Italian,Pizza,,Frankfurter Allee 43,Friedrichshain,10247.0
"[52.51427, 13.46477]",Zerostress Pizza Friedrichshain,Restaurant,Colbestraße 3 Friedrichshain 10247 Berlin,Italian,Pizza,,Colbestraße 3,Friedrichshain,10247.0
"[52.51328, 13.46265]",Tentacion Craftbeer,Bar/Pub,Scharnweberstraße 32 Friedrichshain 10247 Berlin,Spanish,Mexican,,Scharnweberstraße 32,Friedrichshain,10247.0
"[52.52232, 13.44981]",Saporito Berlin,Restaurant,Straßmannstraße 21 Friedrichshain 10249 Berlin,,,,Straßmannstraße 21,Friedrichshain,10249.0
"[52.51647, 13.45709]",Cafe Tasso,Coffee/Tea,Liebigstraße Friedrichshain 10247 Berlin,International,,,Liebigstraße,Friedrichshain,10247.0
"[52.5122, 13.47072]",Butterhandlung,Restaurant,Scharnweberstraße 54 Friedrichshain 10247 Berlin,German,American,,Scharnweberstraße 54,Friedrichshain,10247.0
"[52.52957, 13.45579]",Plaza de Toros,Restaurant,Landsberger Allee 160 Prenzlauer Berg 10407 Berlin,Mexican,,,Landsberger Allee 160 Prenzlauer,Berg,10407.0
"[52.52906, 13.45593]",Asia-Snack,Snacks/Fast food,Landsberger Allee 117 Prenzlauer Berg 10407 Berlin,Asian,Chinese,,Landsberger Allee 117 Prenzlauer,Berg,10407.0
"[52.52293, 13.45052]",Mervan,Restaurant,Petersburger Straße 39 Friedrichshain 10249 Berlin,Middle Eastern,Turkish,,Petersburger Straße 39,Friedrichshain,10249.0
"[52.51759, 13.4648]",Del,Restaurant,Schreinerstraße 53 Friedrichshain 10247 Berlin,Brunch,,,Schreinerstraße 53,Friedrichshain,10247.0
"[52.51519, 13.46317]",Bistro Sindibad,Restaurant,SilvioMeierStraße 1 Friedrichshain 10247 Berlin,Asian,Middle Eastern,,SilvioMeierStraße 1,Friedrichshain,10247.0
"[52.51579, 13.46465]",Mio Mare,Restaurant,Samariterstraße 36 Friedrichshain 10247 Berlin,Italian,Middle Eastern,,Samariterstraße 36,Friedrichshain,10247.0
"[52.364372, 13.509873]",Movenpick Cafe,Restaurant,MelliBeeseRing 1 12529 Schönefeld,,,,MelliBeeseRing,1,12529.0
"[52.36389, 13.507937]",Marche Movenpick Sandwich Manufaktur Flughafen Berlin Brandenburg,Restaurant,MelliBeeseRing 12529 Schönefeld,International,,,,,
"[52.388529, 13.52069]",Irish Pub,Restaurant,Flughafen 12529 Schönefeld,,,,,,
"[52.3885, 13.519476]",Marché Bistro,Restaurant,Flughafen 12529 Schönefeld,,,,,,
"[52.36369, 13.50936]",Marc O'Polo Store Berlin Flughafen Brandenburg,Clothing & Accessories,WillyBrandtPlatz 1 12529 Schönefeld,,,,WillyBrandtPlatz,1,12529.0
"[52.41554, 13.47091]",Casino am Zwickauer Damm,Restaurant,Straße 231 129 Rudow 12355 Berlin,German,,,Straße 231 129,Rudow,12355.0
"[52.461219, 13.271737]",Chalet Suisse,Restaurant,Clayallee 99 Dahlem 14195 Berlin,Austrian,German,,Clayallee 99,Dahlem,14195.0
"[52.4748, 13.2782]",Machiavelli am Roseneck,Restaurant,Clayallee 1 Schmargendorf 14195 Berlin,,,,Clayallee 1,Schmargendorf,14195.0
"[52.47599, 13.27366]",Gastronomie Hagn im TC Blau-Weiss,Restaurant,Waldmeisterstraße 10 Grunewald 14193 Berlin,,,,Waldmeisterstraße 10,Grunewald,14193.0
"[52.477546, 13.282442]",Rosengarten,Restaurant,Hohenzollerndamm 110 Schmargendorf 14199 Berlin,Fusion,Asian,,Hohenzollerndamm 110,Schmargendorf,14199.0
"[52.47513, 13.2837]",Imperial Caviar,Snacks/Fast food,Rheinbabenallee 14 Schmargendorf 14199 Berlin,Seafood,Sandwiches,,Rheinbabenallee 14,Schmargendorf,14199.0
"[52.47477, 13.29155]",Da Antonello,Food & Drink,Breite Straße 28 Schmargendorf 14199 Berlin,Sandwiches,,,Breite Straße 28,Schmargendorf,14199.0
